4.524484,True,15,353.375,473.5
4.524625,False,15,354.546875,470.75
4.524765,False,10,0.765625,0
4.524907,False,15,2.03125,0
4.525091,False,15,358.203125,525.75
4.525233,False,15,359.4375,525.5
4.525373,False,15,0.734375,524.75
4.525512,False,15,2.015625,524.5
4.525652,False,15,3.25,526.5
4.525793,False,15,4.359375,527.75
4.525932,False,15,5.5,527.25
4.526225,False,15,7.015625,529.75
4.526552,False,15,8.140625,530.25
4.526921,False,15,9.28125,533.5
4.527251,False,15,10.5625,535
4.527577,False,12,11.8125,538.75
4.528091,False,15,13.484375,484.75
4.528422,False,14,19.71875,0
4.528749,False,15,20.984375,0
4.529076,False,15,16.90625,550.25
4.529404,False,15,18.1875,555
4.529731,False,15,19.453125,558.5
4.530056,False,15,20.515625,562.75
4.530383,False,15,21.8125,567.5
4.530712,False,15,23.1875,571
4.531078,False,15,24.296875,578.5
4.531407,False,15,25.625,583.75
4.531734,False,15,26.9375,591.5
4.532061,False,15,28.0625,597.75
4.532388,False,0,34.890625,0
4.532716,False,15,36.15625,0
4.533182,False,15,31.0625,859.75
4.533513,False,15,32.390625,871
4.533841,False,15,33.5625,881.25
4.534166,False,15,34.859375,895.5
4.534491,False,15,36.03125,911.75
4.534821,False,15,37.265625,928.25
4.535146,False,15,38.515625,941.75
4.535472,False,15,39.796875,959.25
4.535798,False,15,40.984375,980
4.536123,False,15,42.234375,1002.25
4.53645,False,15,43.515625,1021
4.536776,False,15,44.671875,1039.25
4.537102,False,15,45.984375,1063.75
4.537466,False,15,47.171875,1091.25
4.537795,False,15,48.359375,1117
4.538123,False,15,49.6875,1144.5
4.53845,False,15,50.90625,1176.25
4.538777,False,15,52.046875,1211
4.539102,False,15,53.328125,1242.75
4.53943,False,15,54.53125,1281.75
4.539755,False,15,55.828125,1327.25
4.540081,False,15,57.03125,1371.25
4.540407,False,15,58.203125,1419.75
4.540733,False,15,59.453125,1470
4.541059,False,15,60.703125,1528
4.54142,False,15,61.90625,1586.75
4.541748,False,15,63.171875,1654
4.542074,False,15,64.40625,1734.5
4.542401,False,15,65.5625,1818.5
4.542728,False,15,66.84375,1907.25
4.543054,False,15,68.046875,2007
4.543381,False,15,69.28125,2125.75
4.543707,False,15,70.5,2257.5
4.544034,False,15,71.734375,2379.25
4.544361,False,15,73.140625,1855.25
4.544687,False,15,74.46875,1825.75
4.545014,False,15,75.71875,1800.25
4.54539,False,15,77,1792
4.545722,False,15,78.265625,1781.25
4.546051,False,15,79.546875,1767
4.54638,False,15,80.78125,1759
4.546707,False,15,82.0625,1752.5
4.546914,False,15,83.234375,1744.25
4.547056,False,15,84.46875,1739.75
4.547198,False,15,85.75,1736.25
4.547338,False,15,87.015625,1738.5
4.547479,False,15,88.28125,1736.5
4.547619,False,15,89.5,1733.25
4.54776,False,15,90.796875,1732.5
4.547901,False,15,92.03125,1748.25
4.548041,False,15,93.296875,1756.25
4.548181,False,15,94.53125,1764.5
4.548323,False,15,95.796875,1774.75
4.548463,False,15,97.03125,1791.5
4.548603,False,15,98.265625,1838.5
4.548743,False,0,106.75,0
4.548885,False,12,100.453125,3182.25
4.549025,False,0,109.265625,0
4.549182,False,0,110.53125,0
4.549322,False,8,104.4375,2199
4.549461,False,0,113.03125,0
4.5496,False,15,114.34375,0
4.549739,False,15,115.609375,0
4.550064,False,15,109.203125,4222.25
4.550451,False,15,110.4375,4444
4.550781,False,15,111.6875,4536.75
4.551109,False,15,112.96875,4376.5
4.551434,False,15,114.25,4235.75
4.551762,False,15,115.515625,4051
4.55209,False,15,116.78125,3867.75
4.552415,False,15,118.0625,3707
4.55274,False,15,119.328125,3560.25
4.553066,False,15,120.640625,3432
4.553393,False,15,121.890625,3306.75
4.55372,False,15,123.171875,3187
4.554047,False,15,124.4375,3094
4.554411,False,15,125.703125,3001.75
4.55474,False,15,127,2901
4.555067,False,15,128.265625,2832.75
4.555394,False,15,129.546875,2744.25
4.55572,False,15,130.78125,2679.5
4.556046,False,15,132.046875,2602.75
4.556373,False,15,133.296875,2545.75
4.5567,False,15,134.59375,2491.25
4.557027,False,15,135.875,2440.25
4.557352,False,15,137.125,2387.75
4.557678,False,15,138.421875,2295.5
4.558004,False,15,139.734375,2110.75
4.558375,False,15,140.921875,2251
4.558707,False,15,142.234375,2219.75
4.559032,False,15,143.453125,2176.5
4.55936,False,15,144.734375,2148.25
4.559686,False,15,146.03125,2114.5
4.559913,False,15,147.265625,2078
4.560053,False,15,148.53125,2054.75
4.560196,False,15,149.828125,2034.5
4.560336,False,15,151.0625,2003.75
4.560476,False,15,152.328125,1985
4.560616,False,15,153.578125,1966.25
4.560757,False,15,154.9375,1943.75
4.560896,False,15,156.15625,1923.25
4.561036,False,15,157.40625,1907.75
4.561177,False,15,158.671875,1892.5
4.561317,False,15,160,1872
4.561556,False,15,161.25,1860.25
4.561698,False,15,162.484375,1852.25
4.561838,False,15,163.796875,1836.5
4.56198,False,15,165.0625,1823.25
4.562139,False,15,166.3125,1819.25
4.562281,False,15,167.546875,1812.25
4.562421,False,15,168.8125,1801.5
4.562561,False,15,170.09375,1793.25
4.562702,False,15,171.34375,1784.25
4.562842,False,15,172.59375,1782.5
4.563026,False,15,173.890625,1778.5
4.563169,False,15,175.140625,1771.75
4.56331,False,15,176.421875,1770.25
4.56345,False,15,177.671875,1768.75
4.56359,False,15,178.875,1769.25
4.56373,False,15,180.171875,1773.5
4.56387,False,15,181.453125,1768.75
4.564176,False,15,182.65625,1771.25
4.564501,False,15,183.921875,1771.25
4.564828,False,15,185.203125,1780
4.565153,False,15,186.4375,1782.5
4.565479,False,15,187.734375,1784.75
4.565822,False,15,188.984375,1790.75
4.566178,False,15,190.203125,1800.25
4.566503,False,15,191.421875,1813.25
4.566829,False,15,192.6875,1818.5
4.567156,False,15,194,1825.75
4.567483,False,15,195.234375,1841
4.567809,False,15,196.5,1852.75
4.568137,False,15,197.71875,1862
4.568464,False,15,198.984375,1873.75
4.56879,False,15,200.21875,1897.5
4.569118,False,15,201.453125,1907.75
4.569446,False,15,202.828125,1927
4.569771,False,15,204.046875,1948.25
4.570134,False,15,205.34375,1969
4.570461,False,15,206.59375,1990
4.570789,False,15,207.8125,2015.75
4.571117,False,15,209.078125,2042.75
4.571442,False,15,210.375,2066.75
4.571768,False,15,211.625,2092.75
4.572096,False,15,212.875,2124.5
4.572424,False,15,214.109375,2154.25
4.572752,False,15,215.34375,2191.5
4.57308,False,15,216.75,1839.75
4.573408,False,15,217.9375,2016.75
4.573733,False,15,219.203125,1991.25
4.574108,False,15,220.46875,1941.5
4.574438,False,15,221.796875,1897
4.574766,False,15,223.0625,1852.5
4.575094,False,15,224.328125,1822.75
4.575422,False,15,225.609375,1819.25
4.57559,False,15,226.84375,1860.75
4.575733,False,15,228.078125,1899.25
4.575875,False,15,229.359375,1952
4.576017,False,15,230.609375,2002.5
4.576157,False,15,231.8125,2061
4.576297,False,15,233.0625,2087.25
4.576438,False,15,234.390625,2064
4.576578,False,15,235.828125,1639.75
4.576719,False,15,237.078125,1614.5
4.576903,False,15,238.359375,1593.5
4.577047,False,15,239.609375,1571.5
4.577189,False,15,240.890625,1567.5
4.577329,False,15,242.15625,1589.25
4.57747,False,15,243.421875,1623.75
4.57761,False,15,244.59375,1738
4.57775,False,15,245.828125,1811.25
